name,line
Light's voice,(Echoing) Right now I'm in no position to continue punishing criminals. That's why I need you to punish them for me. Misa... let's create a new world together.
,"Outdoors, the chime of bells sound. Eerie music starts as Misa walks down the streets, donning a black dress and heavy make-up. Throughout this scene, it shows her writing, and several dead citizens."
Misa,"(Singing quietly) Careful what you do… 'cause God is watching your every move. Hold my hand in the dark street. For if you do I know that I'll be safe. Even if I'm far away and alone, I can be sure that you'll find me there, this I know. You draw me close for a while, so quiet. You tell me everything. If I forget what you say, then you'd come to me and tell me again. Yes, you'd tell me once again. But what happens when…I know it all? Then what should I do after that? What then?"
,"At the Task Force Headquarters, various noises can be heard."
Soichiro,(Hasty) What was that? I heard criminals are being killed again!
Aizawa,There were sixteen deaths yesterday alone. All of them were broadcast after Higuchi's death.
Matsuda,"Immediately after, huh?"
Soichiro,Do you think this could mean Higuchi wasn't necessarily Kira after all?
Light,I don't know. It's safe to say that Higuchi was the one killing criminals until we apprehended him.
Aizawa,Then this means we're dealing with yet another Kira.
Matsuda,Aww man! Not again!
Light,"Damn. Damn you, Kira!"
Ryuzaki,"[Looking in Light's vague direction out of the corner of his eyes again, who is behind him. He is holding a panda cookie in mid-air] (Brooding) Kira… again?"
Rem,"(Thinking, shocked) I can't believe this! It has to be Misa."
Ryuzaki,"These killings began as soon as Misa was freed, didn't they?"
Light,"(Curt) Ryuzaki, I can't believe you're still saying that. She has nothing to do with this! Think about it; this started as soon as Higuchi died."
Ryuzaki,"[Turning over a bag of treats to pour out any of the remaining contents] That's true. If there is another notebook floating around out there and someone is now using it to kill [Crushes panda cookie between his fingers] criminals, I'll just have to bring that person to justice."
,"Ryuzaki eats two cookies, and then looks down at the piece of paper in the Death Note that has a portion torn out. L's theme begins to play in the background."
Ryuzaki,"(Thinking, voice a mere whisper) The Shinigami insisted that it didn't know, but if someone were able to kill simply by writing a name on a torn piece of the notebook…"
,"Cuts to an image of Light writing down names as he eats out of a bag of potato chips, then Higuchi dying."
Ryuzaki,"…It's not impossible, but there is that rule: 'whoever writes a name in this notebook has to write another name within thirteen days, otherwise they die'. Light Yagami and Misa Amane are both still alive… thirteen days; that's the only problem."
Light,"Ryuzaki, I've been thinking. Even if we do manage to catch the person who’s been writing names in the notebook, will we really be able to legally convict and punish them for mass homicide?"
Matsuda,"(Passionate) What? Of course we can convict them! This guy’s intentionally writing names in the notebook knowing that these people are going to die. Even if we don't plan on publicly acknowledging the notebook, the least we can do is execute the killer!"
,A look of realization forms on Rem's face and she gasps.
Aizawa,"[Off-screen] It's not a very humane way to do things, but the higher-ups would probably wanna take measures like that."
Ryuzaki,"If they admit to killing with the notebook they'd receive the death penalty. Or life in prison at least. [Eats a cookie, talks with his mouth full] (Muffled) That’s the best that they could hope for."
Rem,"(Thinking) What are you thinking, Light Yagami? Making Misa kill again! She'll be caught and then once that happens you'll also be— [Gasps; sound of church bell ringing in the background] …So that's what your plan is! You're truly disgusting."
,"Light looks at Rem out of the corner of his eye, smirking."
Rem,"(Thinking) Light Yagami is certain that I will do anything to help Misa and save her life. And at this point, the only way for me to save Misa is to write Ryuzaki's real name in my notebook! [Church bell rings] And if I kill Ryuzaki…"
,Flashback of Gelus dying.
Rem,"(Thinking) …It would mean that I deliberately lengthened Misa's life, and I will die as well. Light Yagami has planned everything so that it will work out in his favor! [Church bell rings]"
Light,"(Thinking) [Eyes glowing a dark red] What are you gonna do, Rem? You may be a Shinigami, but you can't hide the fact that you have a thing for Misa. There's no way that you would turn your back on her now, after she's already halved her lifespan twice. Come on. [Church bell rings] Think about Misa's happiness… [Church bell rings]"
,Commercial break.
,"Light walks silently down a hallway and ominous whirring sounds slowly begin to grow louder. He goes outside, where it is raining heavily; the sound of the rain falls onto pavement loudly."
,"He reaches the roof, where he notices Ryuzaki is already standing in the rain, looking at the sky, droplets threaded in his hair. Ryuzaki looks at the sky for a few seconds before he notices Light, a strange expression on his face."
Light,[Careful] What are you doing standing out there by yourself?
,"Ryuzaki cups his ear, unable to hear Light over the sound of the rain."
Light,[Cups his mouth and leans forward] (Shouting) What are you doing standing out there by yourself?
,"Ryuzaki momentarily takes his hand off of his ear, but then puts it back. His smile is bashful as he taunts Light, acting unlike himself for a moment. Light doesn't break a grin in return—instead, he sighs, but he covers his head with his hand and steps out into the rain, walking towards Ryuzaki."
Light,"What are you doing, Ryuzaki?"
Ryuzaki,"[Staring at the ground] Oh, nothing worth mentioning… It's just…I hear the bell."
Light,The bell?
Ryuzaki,Yes. The sound of the bell's been unusually loud today.
,Light follows Ryuzaki's gaze to the bells above them.
Light,I don't hear anything.
Ryuzaki,"(Mumbling distractedly) Really? You can't hear it? It's been ringing incessantly all day. I find it…very distracting. I can't stop thinking about it. I wonder if it's a church—maybe a wedding, or perhaps a—"
Light,"(Interrupts) What are you getting at, Ryuzaki? Come on, cut it out—let's get back inside."
Ryuzaki,"[Pause, Ryuzaki seems almost self-conscious, hunching his shoulders] … I'm sorry. Nothing I say makes any sense anyway. [Sighs] If I were you, I wouldn't believe any of it…"
,"For a few seconds, he looks at the ground again. His expression is rather lonely, almost remorseful."
Light,"[Pause] … You know, you're right, Ryuzaki. Most of the things you say aren't true. There'd be no end to my troubles if I actually took you seriously all the time… I probably know that better than anyone."
Ryuzaki,"Yes, I suppose that's true, Light-kun. [Silence] But…I could say the same about you."
Light,"[Looks up at Ryuzaki, faintly surprised] What do you mean?"
Ryuzaki,"(Careful) Tell me, Light, from the moment you were born, has there ever been a point when you've actually told the truth?"
,"Sound of rainfall abruptly stops. There is an unreadable expression on Light's face, and he and Ryuzaki glower at one another. Ryuzaki's eyes are like black holes."
Light,"What are you saying? (Defensive) Certainly I lie every once in a while, but surely no one can be truthful throughout their entire life? People aren't that perfect. Everyone lies. But, even so, I've made a point of not telling lies that will hurt others. [Pause] … That's my answer."
,"Ryuzaki stares at Light. Then, his eyes drop wordlessly to the floor again."
Ryuzaki,(Mumbling) … I…thought you'd say that.
,Both are silent.
Ryuzaki,[Pause] … Let's go back inside. We're both soaked.
Light,[Pause] … Yeah.
,"The scene changes to the pair of them when inside. Light is sat at the top of some steps, his trainers drying out from the rain, running a towel over his hair. Ryuzaki walks over, his own towel on his head."
Ryuzaki,"That was quite an ordeal, wasn't it?"
Light,[Still drying] (Tiredly) It's your fault for being out in that downpour.
Ryuzaki,True. I'm sorry.
,"It flickers to where Ryuzaki is still lingering; he's looking at Light with owlish eyes, who is still toweling his hair. He removes his towel from where it's resting on his head, expression unfathomable."
,"Light continues with closed eyes, seemingly in thought. When, he opens them a heartbeat later, he gasps; Ryuzaki is sat before him on the steps, holding his foot in one hand, looking up at him in earnest. Immediately, Light drops his towel, eyes widening."
Light,"(Startled) …What are you doing, Ryuzaki?!"
Ryuzaki,(Unfazed) I thought I'd help. You seem to be drying yourself with quite some fervor.
Light,It's fine. You don't have to do that.
Ryuzaki,"(Dead serious) I'll throw in a massage? [He doesn't allow Light to reply, speaking quickly and quietly] At least allow me to atone for this. I'm not at all bad at it, you know."
